train_loss,train_acc,val_loss,val_acc
0.3829017973586917,0.885,2.990471979777018,0.2675
0.0023447408519685266,0.9996,2.454009590148926,0.41833333333333333
0.0015957679603248835,0.9998,2.244312845865885,0.46416666666666667
0.0005525260373950004,1.0,2.162720031738281,0.4075
0.0002495099099352956,1.0,2.3036756324768066,0.4033333333333333
0.00016525386429857463,1.0,2.3301920223236086,0.405
0.00011092711931560189,1.0,2.3260508886973064,0.41
7.758390643866732e-05,1.0,2.305858290990194,0.415
6.52289581252262e-05,1.0,2.304132827123006,0.4125
5.922160301124677e-05,1.0,2.3204740746816,0.41083333333333333
5.182648969930597e-05,1.0,2.304376859664917,0.4116666666666667
4.650727444095537e-05,1.0,2.2806466801961265,0.41833333333333333
4.445283942623064e-05,1.0,2.2872014745076497,0.4175
4.122974271886051e-05,1.0,2.2854369004567463,0.41833333333333333
3.78290029708296e-05,1.0,2.2934802627563475,0.4166666666666667
3.299706723773852e-05,1.0,2.2940063826243082,0.415
3.280282109626569e-05,1.0,2.3034729194641113,0.41083333333333333
3.19888975849608e-05,1.0,2.292750431696574,0.415
3.094419936242048e-05,1.0,2.2868732357025148,0.4141666666666667
2.893754749384243e-05,1.0,2.2906294949849446,0.41583333333333333
2.7187273069284855e-05,1.0,2.2907125536600748,0.415
2.643764332460705e-05,1.0,2.2739974308013915,0.4166666666666667
2.5412926776334644e-05,1.0,2.2893748887379965,0.415
2.3748735297704116e-05,1.0,2.2884587987263996,0.415
2.3550404081470334e-05,1.0,2.2899102369944253,0.415
2.2529022939852438e-05,1.0,2.2853858566284178,0.41583333333333333
2.1217039457405917e-05,1.0,2.2797317409515383,0.415
2.0404025935567916e-05,1.0,2.2916977818806967,0.4125
2.0450132683617995e-05,1.0,2.2941191482543943,0.41583333333333333
2.0012553184642456e-05,1.0,2.3026473999023436,0.4141666666666667
1.8324255154584533e-05,1.0,2.2842582194010417,0.4166666666666667
1.793131251761224e-05,1.0,2.300539261500041,0.41333333333333333
1.7496680212207137e-05,1.0,2.29925923983256,0.41083333333333333
1.8062854013987818e-05,1.0,2.280791571935018,0.41583333333333333
1.670021627942333e-05,1.0,2.290244140625,0.4175
1.6771555351442658e-05,1.0,2.2964388688405353,0.41333333333333333
1.725145383097697e-05,1.0,2.299901415506999,0.41083333333333333
1.45781582017662e-05,1.0,2.303455816904704,0.41333333333333333
1.5614719421137124e-05,1.0,2.299061492284139,0.41583333333333333
1.4396314811892808e-05,1.0,2.2894623978932698,0.4191666666666667
1.4470960285689215e-05,1.0,2.29663356145223,0.415
1.3844264327781275e-05,1.0,2.297644821802775,0.41833333333333333
1.3782873765740077e-05,1.0,2.3123565832773845,0.41333333333333333
1.3380817069264595e-05,1.0,2.3242409165700275,0.4141666666666667
1.3492719548230526e-05,1.0,2.3086467297871907,0.415
1.2564432616636623e-05,1.0,2.303888006210327,0.415
1.2536627516965382e-05,1.0,2.286596844991048,0.4191666666666667
1.1588586476864294e-05,1.0,2.292266321182251,0.42
1.1626561912999023e-05,1.0,2.2795707766215005,0.4216666666666667
1.1986847690423019e-05,1.0,2.2856413586934408,0.41833333333333333
