train_loss,train_acc,val_loss,val_acc
2.615667854309082,0.154,853.889306640625,0.1
1.7851803398132324,0.384,51.576717631022134,0.1
1.4148087205886841,0.51,24.316582997639973,0.06666666666666667
1.1423215885162354,0.626,5.520961284637451,0.125
0.9426080031394959,0.674,4.078126653035482,0.175
0.8054943618774414,0.754,5.0074000040690105,0.13333333333333333
0.5813490066528321,0.806,3.820757007598877,0.15833333333333333
0.5370735325813294,0.828,4.86894915898641,0.16666666666666666
0.38099934697151183,0.88,3.862036450703939,0.20833333333333334
0.2965723373889923,0.918,4.055941740671794,0.19166666666666668
0.2095010507106781,0.948,3.6797650337219237,0.175
0.13802221763134004,0.972,4.327575206756592,0.18333333333333332
0.0756313025355339,0.988,4.3739957491556805,0.20833333333333334
0.07500078108906746,0.984,4.047930431365967,0.175
0.0709886514544487,0.98,3.9999258677164713,0.15
0.06270841175317764,0.99,3.9145160992940267,0.18333333333333332
0.04352062952518463,0.994,3.986789830525716,0.19166666666666668
0.02860799727588892,0.998,4.068467855453491,0.15
0.04023864382505417,0.99,4.11955951054891,0.19166666666666668
0.03755315682291985,0.988,4.213120683034261,0.175
0.04429131928086281,0.99,5.258703422546387,0.15833333333333333
0.09500534105300903,0.984,4.720670986175537,0.125
0.07784607455134392,0.976,4.52045119603475,0.19166666666666668
0.08532041627168656,0.976,3.906296793619792,0.24166666666666667
0.06229206916689873,0.982,4.9684045791625975,0.14166666666666666
0.05255392795801163,0.99,4.137706629435221,0.16666666666666666
0.05436447364091873,0.986,4.155162652333577,0.23333333333333334
0.030728207632899286,0.998,4.273657162984212,0.20833333333333334
0.019957993701100348,0.996,4.5251186688741045,0.16666666666666666
0.022414279252290725,0.996,4.083223724365235,0.15833333333333333
0.017360549449920656,0.998,4.122038205464681,0.21666666666666667
0.006405846528708935,1.0,4.047538566589355,0.25833333333333336
0.004393189541995525,1.0,3.979482650756836,0.2833333333333333
0.005559714153409005,1.0,3.8575972239176433,0.25
0.0026815862879157066,1.0,3.7629331429799397,0.25833333333333336
0.0022879294557496903,1.0,3.812543201446533,0.25833333333333336
0.0018758429531008005,1.0,3.8651347478230793,0.23333333333333334
0.0012667198376730083,1.0,3.8934743563334147,0.23333333333333334
0.001558717541396618,1.0,3.8877740859985352,0.24166666666666667
0.0013358603455126286,1.0,3.902452564239502,0.24166666666666667
0.0009980298364534975,1.0,3.9194382349650065,0.24166666666666667
0.0008938927678391337,1.0,3.9459277788798013,0.24166666666666667
0.0009077404900453984,1.0,3.9439191500345867,0.24166666666666667
0.00074706143559888,1.0,3.949822775522868,0.24166666666666667
0.0009071744033135473,1.0,3.948883787790934,0.24166666666666667
0.0006925647100433707,1.0,3.9605307896931965,0.24166666666666667
0.0007187730399891735,1.0,3.9628859519958497,0.24166666666666667
0.0006754589839838445,1.0,3.9710692405700683,0.25
0.0005695245531387627,1.0,3.96212371190389,0.24166666666666667
0.0008283105548471212,1.0,3.9838105837504068,0.24166666666666667
