train_loss,train_acc,val_loss,val_acc
2.5271423206329344,0.088,2.3029714743296306,0.1
2.2994158687591555,0.108,2.2945844014485677,0.11666666666666667
2.287923168182373,0.1,2.2715277036031085,0.16666666666666666
2.2532266387939455,0.142,2.23736580212911,0.16666666666666666
2.179241216659546,0.168,2.1898605664571127,0.15833333333333333
2.118508415222168,0.224,2.110139258702596,0.225
2.08954474067688,0.258,2.047548270225525,0.3
2.00251224899292,0.298,2.0172743638356527,0.31666666666666665
1.969414451599121,0.298,1.9126964966456095,0.4
1.8247697172164916,0.376,1.8902240991592407,0.35833333333333334
1.835480101585388,0.38,1.8599438269933064,0.375
1.7394019470214843,0.376,1.772377077738444,0.4083333333333333
1.697137378692627,0.396,1.7331446806589763,0.36666666666666664
1.6172535858154298,0.416,1.6335246245066324,0.4666666666666667
1.6182704906463623,0.424,1.6331300338109334,0.45
1.5327523965835572,0.476,1.5612573067347209,0.5
1.5298377637863159,0.494,1.5686065196990966,0.5083333333333333
1.4948945617675782,0.474,1.4873889843622843,0.575
1.4248579349517823,0.502,1.4381722768147787,0.575
1.2794688997268677,0.562,1.3804620107014973,0.5833333333333334
1.336142532348633,0.52,1.3638060887654622,0.6
1.3230511655807495,0.534,1.3245742321014404,0.6333333333333333
1.3709485425949097,0.502,1.337601081530253,0.6166666666666667
1.2487560749053954,0.544,1.3178253809611002,0.6416666666666667
1.1506931324005127,0.618,1.25662149588267,0.6583333333333333
1.1073150730133057,0.616,1.1904721816380819,0.7
1.095729196548462,0.61,1.2010533173878988,0.675
1.1130203037261963,0.62,1.220009696483612,0.675
1.1002827501296997,0.626,1.2302790562311807,0.7166666666666667
1.0421751775741577,0.644,1.1692694385846456,0.7166666666666667
1.0111966037750244,0.672,1.1581346154212953,0.7333333333333333
1.010372151374817,0.618,1.2070927937825522,0.675
0.9420429682731628,0.664,1.1938549995422363,0.7083333333333334
0.985508861541748,0.66,1.1899702151616414,0.7
0.9504332203865051,0.682,1.1598137815793355,0.7666666666666667
0.9728154435157775,0.656,1.1451246341069539,0.7083333333333334
0.9819439296722412,0.664,1.069648762543996,0.7
0.9117640295028686,0.678,1.0601064880688986,0.7416666666666667
0.7966678304672241,0.71,1.0567057092984518,0.7416666666666667
0.8516588039398193,0.706,1.0621249516805014,0.7583333333333333
0.8223521962165833,0.71,1.1499570926030478,0.725
0.8573681359291077,0.706,1.104578693707784,0.7166666666666667
0.7954447193145752,0.722,1.114560337861379,0.7083333333333334
0.831120156288147,0.698,1.0231348077456157,0.775
0.7591449146270752,0.74,1.0750266432762146,0.75
0.8378937711715698,0.694,1.0784236828486125,0.7416666666666667
0.8059381322860718,0.694,1.0605796257654825,0.7583333333333333
0.7705754561424255,0.752,1.1133707284927368,0.75
0.735524275302887,0.734,1.130771485964457,0.725
0.7388533806800842,0.722,1.1566691637039184,0.7166666666666667
