train_loss,train_acc,val_loss,val_acc
1.7196400380134582,0.392,1.3605309903621674,0.4666666666666667
0.3135825113207102,0.892,1.6923044325162968,0.5333333333333333
0.09279837960377335,0.972,1.4779489083758865,0.625
0.09280102832242847,0.976,2.6900387187798818,0.5
0.08268826566200005,0.984,2.0232188110860685,0.6583333333333333
0.08105348470970057,0.984,1.682362344690288,0.6666666666666666
0.04545716463704594,0.984,2.8646034525784976,0.55
0.07161752372121555,0.986,2.430527533094088,0.5583333333333333
0.004113534597563557,1.0,3.6944560515539098,0.43333333333333335
0.02399166444792172,0.994,2.9592715771645697,0.5166666666666667
0.005834670299344822,0.998,3.482204814398695,0.5916666666666667
0.01991546616188316,0.992,2.6827823663751285,0.6416666666666667
0.03965604626640925,0.986,2.907315338624782,0.5583333333333333
0.024927161271725708,0.996,2.036279378955563,0.65
0.004905967784543464,0.998,3.736101299905082,0.5583333333333333
0.02315564065986109,0.996,2.489084005343739,0.6333333333333333
0.0331709873474432,0.99,2.984187499209899,0.5833333333333334
0.020452907334415613,0.994,4.544093135852988,0.5083333333333333
0.02586872523498741,0.994,3.2492145164714503,0.55
0.03231779858460868,0.992,3.6825375761836767,0.5166666666666667
0.06820473799386434,0.984,3.83441543742083,0.4666666666666667
0.06296291786726214,0.988,2.5754156118248828,0.5
0.04025879128309043,0.984,2.4625713192856704,0.5166666666666667
0.023295850654915923,0.994,2.3378613070895273,0.6166666666666667
0.0036985899639711307,1.0,2.954690460364024,0.4166666666666667
0.07603295524049997,0.984,3.0237219569535227,0.5666666666666667
0.0332963241342685,0.992,2.2762423769260445,0.6
0.05994784621780127,0.99,3.0923695162846645,0.6083333333333333
0.045662524849711124,0.988,3.600361140569051,0.55
0.03162295499002731,0.992,3.476525730577608,0.6083333333333333
0.013453741292488424,0.994,3.418586014691755,0.55
0.00381554627123748,0.998,3.2685139258573446,0.5416666666666666
0.016355832377240313,0.996,3.5098260278944506,0.5583333333333333
0.09599277132274174,0.994,4.850920317636337,0.48333333333333334
0.018844235077236603,0.996,3.3713642386095066,0.5583333333333333
0.0034062409900517563,0.998,3.81322524654679,0.5583333333333333
0.0018354152651241407,0.998,4.672361326879127,0.475
0.0029177021653934076,0.998,6.035076080759363,0.5
0.009484240625387415,0.998,4.928149358928204,0.5833333333333334
0.011420201913177159,0.998,3.6108200507903043,0.65
0.06421425294480826,0.994,4.50904862244303,0.6
0.026057263089610812,0.992,3.2282734598809233,0.6083333333333333
0.004231671859670314,0.998,2.7051809106917064,0.5583333333333333
0.00011324983611089578,1.0,3.288682218020161,0.5083333333333333
2.085020055311304e-06,1.0,3.325555278733373,0.5
6.664891331453759e-06,1.0,3.311774971584479,0.5
8.516047662254778e-07,1.0,3.255351495059828,0.5083333333333333
8.716035980427251e-07,1.0,3.252516503383716,0.5083333333333333
4.214209473936137e-06,1.0,3.2369823146611454,0.5083333333333333
2.1945552374447176e-06,1.0,3.224977805900077,0.5083333333333333
